objective_2,genotype_1,step
512.3666666666667,0.6,1
747.2666666666667,0.3,2
216.73333333333332,1.0,3
216.86666666666667,0.7,4
730.5333333333333,0.4,5
227.56666666666666,0.9,6
832.9333333333333,0.2,7
552.1666666666666,0.5,8
1048.6,0.1,9
216.63333333333333,0.7741217787156138,10
547.5,0.5098555190701771,11
1099.2333333333333,0.0,12
216.7,0.632046079174488,13
272.3666666666667,0.5045460723969862,14
229.63333333333333,0.8,15
1217.4666666666667,0.08245542540442632,16
1079.2,0.29895975284906445,17
882.8,0.19018319808971612,18
230.63333333333333,0.5947739950571979,19
218.63333333333333,0.9327844238320834,20
630.8,0.4215560066523973,21
262.8,0.481583573518233,22
1569.4333333333334,0.10767314754036497,23
537.8666666666667,0.8907557931465255,24
1027.9666666666667,0.10246444560326975,25
598.7,0.473493394302022,26
236.3,0.9188519692342856,27
438.3333333333333,0.4136586152782976,28
864.7666666666667,0.18526868817554537,29
640.6666666666666,0.4479665255265347,30
262.8,0.4826790407293336,31
227.56666666666666,0.8995112519655233,32
216.16666666666666,0.765889999504307,33
1258.1,0.0863809131520756,34
426.0,0.41276098393275973,35
278.7,0.4845171725481892,36
1351.0,0.0990576722116661,37
599.3,0.23212987930893378,38
1079.2,0.2989045327891936,39
216.7,0.6325342699965828,40
219.93333333333334,0.7075423282268509,41
234.73333333333332,0.9010795855750576,42
226.36666666666667,0.7927722240214155,43
215.63333333333333,0.986201198474504,44
547.5,0.5108107023325468,45
493.7,0.3052652399740154,46
647.0,0.4093634547425721,47
724.5666666666667,0.3848894267501874,48
216.16666666666666,0.7647583065741871,49
220.23333333333332,0.9946028411268395,50
257.1,0.4859780484072628,51
250.0,0.49440083478604924,52
226.83333333333334,0.5589818832648812,53
217.1,0.6431436802782914,54
272.3666666666667,0.5043357929211764,55
217.66666666666666,0.7309242268027922,56
1424.7666666666667,0.04613061079088634,57
216.16666666666666,0.7651868983087284,58
1515.1,0.11857730835740828,59
210.86666666666667,0.9693546488803205,60
220.23333333333332,0.9944854147631375,61
216.16666666666666,0.7651353702818364,62
230.63333333333333,0.5949842745330077,63
840.4666666666667,0.5165131199923472,64
219.8,0.9659981370016585,65
244.63333333333333,0.5191726327840078,66
234.26666666666668,0.8446162210856295,67
217.0,0.993525859459719,68
274.96666666666664,0.489203034332634,69
252.8,0.5073130960154374,70
229.56666666666666,0.832046079172917,71
228.56666666666666,0.5880959955050854,72
840.4666666666667,0.5166488612287214,73
234.7,0.9590117589854099,74
272.3666666666667,0.504874034766969,75
278.7,0.48443809908949387,76
225.6,0.94063113984896,77
234.73333333333332,0.9004648674117195,78
217.66666666666666,0.73192017844746,79
221.5,0.6485113246131687,80
219.3,0.6278071951375283,81
236.16666666666666,0.578266460223217,82
208.96666666666667,0.7499750893799556,83
252.8,0.507234498704495,84
234.7,0.9610889052897175,85
262.8,0.48268593883963423,86
209.3,0.7421168619603338,87
1279.0333333333333,0.09204910953734871,88
215.63333333333333,0.9860862900744094,89
1257.5666666666666,0.1279812061281429,90
221.06666666666666,0.9817658104641198,91
216.86666666666667,0.6986080025646958,92
263.3333333333333,0.4782360660152788,93
1296.2,0.04669784099785046,94
208.33333333333334,0.7480034344523954,95
640.6666666666666,0.44709431238897795,96
210.66666666666666,0.7536693997552366,97
227.56666666666666,0.8993371219450832,98
219.8,0.9656993237534266,99
220.23333333333332,0.9974551183930039,100
598.7,0.47302879297475664,101
257.3333333333333,0.47730007981173384,102
234.73333333333332,0.9007927159169553,103
552.1666666666666,0.5010205482672248,104
210.86666666666667,0.9692050588293704,105
253.4,0.5288079900207038,106
220.3,0.7985391710297266,107
232.86666666666667,0.5611064907191783,108
1063.0,0.08920722124050542,109
726.6666666666666,0.12660528604480775,110
221.5,0.6482613398667321,111
348.2,0.43953006553747914,112
267.46666666666664,0.4805405598148541,113
254.43333333333334,0.5476601157055028,114
272.3666666666667,0.5032698923014758,115
681.2666666666667,0.4367845630340634,116
216.7,0.6327842547430196,117
221.06666666666666,0.9802752349075146,118
225.8,0.8353224395344959,119
230.5,0.8242534163471695,120
897.4333333333333,0.4504732131958541,121
703.8333333333334,0.3965545094955999,122
215.63333333333333,0.9863118999013792,123
1240.6,0.11039062212630749,124
232.86666666666667,0.5629755024639695,125
512.3666666666667,0.6019645538711824,126
232.86666666666667,0.5630125904428874,127
210.66666666666666,0.7532671034306334,128
976.1333333333333,0.08322727638073446,129
243.66666666666666,0.616789527278288,130
1440.4666666666667,0.07659112666258779,131
219.93333333333334,0.7072866760221584,132
240.26666666666668,0.5339229738987243,133
221.06666666666666,0.9789379104901037,134
207.86666666666667,0.7348873398603158,135
222.2,0.6536417719283354,136
257.3333333333333,0.47589514412843154,137
1486.7666666666667,0.1475636120251111,138
225.16666666666666,0.6553118460899497,139
215.63333333333333,0.984117328105133,140
211.46666666666667,0.7611687557607189,141
238.93333333333334,0.586353209701673,142
607.7,0.46157843690774064,143
216.7,0.634387001061332,144
229.0,0.8483989053693323,145
747.2666666666667,0.3008607415797064,146
262.8,0.4829638195610003,147
223.06666666666666,0.7792142127031766,148
210.66666666666666,0.7529050183483259,149
546.3,0.49638071813660056,150
234.7,0.9619679422737937,151
229.3,0.6101501307431348,152
225.26666666666668,0.6386258655257708,153
923.1666666666666,0.020935792086803982,154
217.66666666666666,0.7286538386481085,155
960.5333333333333,0.4298483044273828,156
221.83333333333334,0.5801132589338552,157
995.2333333333333,0.13495675787296038,158
262.8,0.4828192589714001,159
217.66666666666666,0.7290457290775643,160
1080.7,0.07293074782471856,161
205.1,0.7201655948887986,162
224.23333333333332,0.8057606604666215,163
225.26666666666668,0.6350697482103513,164
1071.6333333333334,0.02045016788239242,165
222.2,0.6509153508722452,166
216.6,0.975402282328832,167
236.16666666666666,0.5794770960313361,168
267.46666666666664,0.4795707723373052,169
681.2666666666667,0.43782131041291006,170
262.8,0.48190863399295675,171
207.86666666666667,0.7346999712282594,172
207.76666666666668,0.6917006774617154,173
902.0333333333333,0.44286577821818085,174
1400.5333333333333,0.08142165754228614,175
1052.0333333333333,0.10361908401069501,176
263.3333333333333,0.47921542305461806,177
221.83333333333334,0.5803074190840303,178
1038.1333333333334,0.0897285958451973,179
216.7,0.6322334478065441,180
1139.9333333333334,0.23311147255553494,181
228.1,0.9589167803286787,182
272.3666666666667,0.5021897452657604,183
223.6,0.7166558958909374,184
216.7,0.6324014284571735,185
1279.0333333333333,0.09227419746508624,186
552.1666666666666,0.5017774606692391,187
1397.0,0.060763413288452306,188
245.56666666666666,0.6194034549749778,189
