objective_1,genotype_1,step
-0.7,0.6,1
-0.8666666666666667,0.3,2
-0.6,1.0,3
-0.6666666666666666,0.7,4
-0.8333333333333334,0.4,5
-0.7666666666666667,0.9,6
-0.8,0.2,7
-0.8,0.5,8
-0.9,0.1,9
-0.6333333333333333,0.7741217787156138,10
-0.7666666666666667,0.5098555190701771,11
-0.7,0.0,12
-0.7333333333333333,0.632046079174488,13
-0.8666666666666667,0.5045460723969862,14
-0.5666666666666667,0.8,15
-0.8333333333333334,0.08245542540442632,16
-0.8333333333333334,0.29895975284906445,17
-0.8666666666666667,0.19018319808971612,18
-0.7,0.5947739950571979,19
-0.7,0.9327844238320834,20
-0.8,0.4215560066523973,21
-0.8666666666666667,0.481583573518233,22
-0.8,0.10767314754036497,23
-0.6333333333333333,0.8907557931465255,24
-0.8333333333333334,0.10246444560326975,25
-0.7666666666666667,0.473493394302022,26
-0.6333333333333333,0.9188519692342856,27
-0.7666666666666667,0.4136586152782976,28
-0.8,0.18526868817554537,29
-0.8,0.4479665255265347,30
-0.8666666666666667,0.4826790407293336,31
-0.7666666666666667,0.8995112519655233,32
-0.6,0.765889999504307,33
-0.8333333333333334,0.0863809131520756,34
-0.8333333333333334,0.41276098393275973,35
-0.8666666666666667,0.4845171725481892,36
-0.8666666666666667,0.0990576722116661,37
-0.7666666666666667,0.23212987930893378,38
-0.8333333333333334,0.2989045327891936,39
-0.7333333333333333,0.6325342699965828,40
-0.6333333333333333,0.7075423282268509,41
-0.6666666666666666,0.9010795855750576,42
-0.6666666666666666,0.7927722240214155,43
-0.7,0.986201198474504,44
-0.7666666666666667,0.5108107023325468,45
-0.8333333333333334,0.3052652399740154,46
-0.8333333333333334,0.4093634547425721,47
-0.8,0.3848894267501874,48
-0.6,0.7647583065741871,49
-0.6666666666666666,0.9946028411268395,50
-0.8333333333333334,0.4859780484072628,51
-0.8333333333333334,0.49440083478604924,52
-0.8,0.5589818832648812,53
-0.7333333333333333,0.6431436802782914,54
-0.8666666666666667,0.5043357929211764,55
-0.6333333333333333,0.7309242268027922,56
-0.8333333333333334,0.04613061079088634,57
-0.6,0.7651868983087284,58
-0.8,0.11857730835740828,59
-0.7,0.9693546488803205,60
-0.6666666666666666,0.9944854147631375,61
-0.6,0.7651353702818364,62
-0.7,0.5949842745330077,63
-0.6666666666666666,0.5165131199923472,64
-0.7,0.9659981370016585,65
-0.7,0.5191726327840078,66
-0.6666666666666666,0.8446162210856295,67
-0.7,0.993525859459719,68
-0.7666666666666667,0.489203034332634,69
-0.8333333333333334,0.5073130960154374,70
-0.5333333333333333,0.832046079172917,71
-0.7333333333333333,0.5880959955050854,72
-0.6666666666666666,0.5166488612287214,73
-0.6333333333333333,0.9590117589854099,74
-0.8666666666666667,0.504874034766969,75
-0.8666666666666667,0.48443809908949387,76
-0.6333333333333333,0.94063113984896,77
-0.6666666666666666,0.9004648674117195,78
-0.6333333333333333,0.73192017844746,79
-0.7666666666666667,0.6485113246131687,80
-0.6333333333333333,0.6278071951375283,81
-0.7,0.578266460223217,82
-0.6333333333333333,0.7499750893799556,83
-0.8333333333333334,0.507234498704495,84
-0.6333333333333333,0.9610889052897175,85
-0.8666666666666667,0.48268593883963423,86
-0.6333333333333333,0.7421168619603338,87
-0.9,0.09204910953734871,88
-0.7,0.9860862900744094,89
-0.7333333333333333,0.1279812061281429,90
-0.7,0.9817658104641198,91
-0.6666666666666666,0.6986080025646958,92
-0.8666666666666667,0.4782360660152788,93
-0.8,0.04669784099785046,94
-0.6333333333333333,0.7480034344523954,95
-0.8,0.44709431238897795,96
-0.6666666666666666,0.7536693997552366,97
-0.7666666666666667,0.8993371219450832,98
-0.7,0.9656993237534266,99
-0.6666666666666666,0.9974551183930039,100
-0.7666666666666667,0.47302879297475664,101
-0.8333333333333334,0.47730007981173384,102
-0.6666666666666666,0.9007927159169553,103
-0.8,0.5010205482672248,104
-0.7,0.9692050588293704,105
-0.8,0.5288079900207038,106
-0.6,0.7985391710297266,107
-0.8,0.5611064907191783,108
-0.8333333333333334,0.08920722124050542,109
-0.7666666666666667,0.12660528604480775,110
