objective_1,genotype_1,genotype_2,step
-0.5333333333333333,0.6,0.7,1
-0.7333333333333333,0.3,0.2,2
-0.6,1.0,0.5,3
-0.36666666666666664,0.7,0.4,4
-0.4,0.4,0.1,5
-0.6333333333333333,0.9,0.5,6
-0.4,0.2,0.1,7
-0.36666666666666664,0.6,0.4,8
-0.6333333333333333,1.0,0.0,9
-0.4666666666666667,1.0,0.9,10
-0.6,0.7,0.5,11
-0.7,0.4,0.8,12
-0.6,0.3,0.0,13
-0.5333333333333333,0.7,1.0,14
-0.5666666666666667,0.9,0.0,15
-0.6,0.2794499331566633,0.10946099677848456,16
-0.5,0.2,1.0,17
-0.6666666666666666,1.0,0.7739218551507234,18
-0.36666666666666664,0.3,0.4,19
-0.5,0.7,0.9,20
-0.5666666666666667,0.594350140720497,0.6523876956139472,21
-0.6333333333333333,0.8786137697355331,0.0,22
-0.5333333333333333,0.3,0.1,23
-0.43333333333333335,0.7,0.006968808525843362,24
-0.36666666666666664,0.4,0.4,25
-0.5,0.6,0.8363368590672329,26
-0.6666666666666666,0.9589843512996191,0.0,27
-0.6666666666666666,0.2,0.5,28
-0.4666666666666667,1.0,0.4,29
-0.5,0.9411120509833463,0.5,30
-0.6,0.4311674126720858,0.7957305272940685,31
-0.6666666666666666,0.9159417438989179,0.7600708295186906,32
-0.6333333333333333,0.39168559984066686,0.5015165703992602,33
-0.4,0.7140859105796646,0.39158843778563374,34
-0.6333333333333333,0.8645308244739756,0.5074302695790907,35
-0.43333333333333335,0.305866991265337,0.3695748904825616,36
-0.5666666666666667,0.19146795959005297,0.5,37
-0.36666666666666664,0.6137161295684107,0.4,38
-0.4666666666666667,0.7,0.4617353854705847,39
-0.4,0.2,0.39631038863522483,40
-0.5333333333333333,0.585914089420329,1.0,41
-0.5666666666666667,0.4015219567561082,0.8304231045940949,42
-0.5333333333333333,0.2,0.536901435428793,43
-0.5666666666666667,0.829763183738328,0.5,44
-0.6333333333333333,0.9411120509833463,0.00018324391621231672,45
-0.8,0.4,0.20339787622527136,46
-0.6,0.19955326974564205,0.5013346649233559,47
-0.6333333333333333,0.9151373437159078,0.5084909820337876,48
-0.5666666666666667,0.1796704504509265,0.5166554779159109,49
-0.5666666666666667,0.15232075850133064,0.5569028612313832,50
-0.4666666666666667,0.9411120509833463,0.4754522931955938,51
-0.6,0.3864834659451234,0.5195993411515583,52
-0.5333333333333333,0.9589843512996191,0.5264497397589473,53
-0.6666666666666666,0.49435015629488915,0.7489898193878289,54
-0.6333333333333333,0.37074687206822,0.5001819054759044,55
-0.6333333333333333,0.8653352246569218,0.7590101169070546,56
-0.5,0.8645308244739756,0.5371372171622675,57
-0.5333333333333333,0.9978721263791709,0.006968808525843362,58
-0.5666666666666667,0.39168559984066686,0.49998614773567096,59
-0.36666666666666664,1.0,0.406377920002157,60
-0.5666666666666667,0.9151373437159078,0.5098519093167193,61
-0.7666666666666667,0.29976694634032347,0.2029903169770335,62
-0.8,0.8556817574735784,0.20129075498877178,63
-0.6333333333333333,0.4737858559043032,0.5149586820158144,64
-0.6333333333333333,0.36028443158790263,0.5584194282244543,65
-0.7,0.9589843512996191,0.1794530593677452,66
-0.5,0.3837073696303959,0.5028087296679793,67
-0.6,0.3864834659451234,0.7873753815450105,68
-0.5333333333333333,0.688698979392427,0.7000165876635219,69
-0.8,0.37884740598944455,0.20040755924823786,70
-0.5666666666666667,0.3088330025991966,0.5061395222973,71
-0.6,0.8645308244739756,0.7509223973841376,72
-0.6,0.946180929836442,0.7670161010300542,73
-0.6666666666666666,0.4,0.002936706709859416,74
-0.5666666666666667,0.9589843512996191,0.07008489777620167,75
-0.8666666666666667,0.2,0.20210288937340776,76
-0.6,0.3589913431200505,0.5524307462813602,77
-0.7333333333333333,0.8485492533181855,0.20129960174615547,78
-0.6333333333333333,0.3794362439127391,0.5085895692960509,79
-0.5666666666666667,0.346725487110786,0.5653938212599325,80
-0.5,0.8556817574735784,0.4841483955773217,81
-0.7,0.35961431788160614,0.21627651088060965,82
-0.5333333333333333,0.8645308244739756,0.5247800944656398,83
-0.5,0.5731975573333525,0.45069241275701105,84
-0.5666666666666667,0.8949042496591344,0.5144796639768817,85
-0.7666666666666667,0.40712981843658325,0.20338902946788767,86
-0.6,0.39168559984066686,0.8023879838433107,87
-0.7333333333333333,0.9460107044708934,0.20737636777408125,88
-0.7666666666666667,0.8645308244739756,0.198494506734396,89
-0.5666666666666667,0.3778350422588953,0.5932020266269111,90
-0.7666666666666667,0.19167269868781028,0.1974559538480623,91
