objective_1,genotype_1,step
-0.7333333333333333,0.45208897042226026,67
-0.4666666666666667,0.9954715620041504,68
-0.8333333333333334,0.34974322850138784,69
-0.8,0.3928712431443392,70
-0.7666666666666667,0.4749085210259487,71
-0.43333333333333335,0.9983738762332612,72
-0.43333333333333335,0.9914155493014534,73
-0.6666666666666666,0.2535729551546312,74
-0.43333333333333335,0.9176469934752844,75
-0.7666666666666667,0.30734288201407167,76
-0.7666666666666667,0.498529756826819,77
-0.6,0.7349282458427515,78
-0.43333333333333335,0.9993081210315182,79
-0.6,0.6682782026525922,80
-0.7,0.4394332103537213,81
-0.7333333333333333,0.5344850296938299,82
-0.8666666666666667,0.3848401082173784,83
-0.7666666666666667,0.39979621840111684,84
-0.7333333333333333,0.45225121347115316,85
-0.8666666666666667,0.36176866644119,86
-0.43333333333333335,0.8426056099948106,87
-0.5666666666666667,0.6909783515375768,88
-0.7666666666666667,0.4819978790023951,89
-0.43333333333333335,0.9914602115389843,90
-0.6666666666666666,0.7097044429367034,91
-0.7333333333333333,0.464993381707119,92
-0.43333333333333335,0.9936309414863448,93
-0.4,0.9742536825822686,94
-0.5333333333333333,0.9582961184913279,95
-0.8333333333333334,0.3602552520065724,96
-0.5333333333333333,0.9550823643116265,97
-0.8666666666666667,0.36177173875575547,98
-0.43333333333333335,0.99901532977164,99
-0.43333333333333335,0.9914638896665459,100
-0.4666666666666667,0.9945056787199634,101
-0.7,0.4688218748624421,102
-0.4,0.9841478401296364,103
-0.8666666666666667,0.37328404952387517,104
-0.5666666666666667,0.7707357246900151,105
-0.8666666666666667,0.3630937674507459,106
-0.7666666666666667,0.22749840413022654,107
-0.4,0.9837412349818966,108
-0.43333333333333335,0.9889284617055377,109
-0.8333333333333334,0.376300004881373,110
-0.43333333333333335,0.9903855323419443,111
-0.5666666666666667,0.7522867114101806,112
-0.4666666666666667,0.9965312861770699,113
-0.5,0.976838927187042,114
-0.43333333333333335,0.9993440309359498,115
-0.5,0.9622584225658224,116
-0.7333333333333333,0.4813990773779526,117
-0.4666666666666667,0.9945357538578914,118
-0.5,0.8974739563785695,119
-0.7,0.5102753990765557,120
-0.4666666666666667,0.9970984105993776,121
-0.4666666666666667,0.9952658386504035,122
-0.43333333333333335,0.9435011296807388,123
-0.6,0.7430226772079294,124
-0.7,0.5209106738557626,125
-0.4666666666666667,0.9227543520931597,126
-0.7,0.4545863479417265,127
-0.5666666666666667,0.7744903780384856,128
-0.4,0.9718470947400564,129
-0.5,0.9594059830684832,130
-0.6666666666666666,0.6090467748337535,131
-0.4666666666666667,0.9978500213071275,132
-0.5,0.9678315190329091,133
-0.8333333333333334,0.3586600187692005,134
-0.6,0.5547415838177442,135
-0.7666666666666667,0.5330801245960932,136
-0.43333333333333335,0.993278699752912,137
-0.4666666666666667,0.9945357538578914,138
-0.43333333333333335,0.894433117248783,139
-0.4666666666666667,0.9977281066042807,140
-0.4,0.9742851155970369,141
-0.4666666666666667,0.9949667624609015,142
-0.5,0.9788359526757558,143
-0.6,0.7430226772079294,144
-0.7,0.521058424589472,145
-0.7666666666666667,0.30458291099320856,146
-0.7,0.4545863479417265,147
-0.8333333333333334,0.3801086917318549,148
-0.5666666666666667,0.7528949959183452,149
-0.43333333333333335,0.9981335428545564,150
-0.43333333333333335,0.9927157617045724,151
-0.7666666666666667,0.42849565460069483,152
-0.7333333333333333,0.4418605220168662,153
-0.7,0.5207911575188545,154
-0.7,0.5130907362089427,155
-0.5,0.9379741926787952,156
-0.43333333333333335,0.9446733092697877,157
-0.4666666666666667,0.9943961202740323,158
-0.6666666666666666,0.5582530860843794,159
-0.7333333333333333,0.40163099449663164,160
-0.43333333333333335,0.9984672906441636,161
-0.6,0.7034824884336193,162
-0.5666666666666667,0.8254924156202312,163
-0.5,0.9650342079277741,164
-0.8333333333333334,0.3771502056019891,165
-0.7333333333333333,0.4609131745137887,166
-0.7333333333333333,0.5355653667069056,167
-0.5666666666666667,0.7781811635893477,168
-0.4,0.9719523118440936,169
-0.5,0.6778478210591271,170
-0.7333333333333333,0.5359229782954735,171
-0.7,0.4682450831623404,172
-0.4666666666666667,0.9975259403730679,173
-0.8,0.3959071728146588,174
-0.7,0.5184551640436512,175
-0.7,0.6150483351236117,176
-0.4,0.9838771213324025,177
-0.5333333333333333,0.9584886817940641,178
-0.8666666666666667,0.3735654352747948,179
-0.8666666666666667,0.31946473983944346,180
-0.5,0.9814783800552288,181
-0.5666666666666667,0.7382388998139031,182
-0.8,0.3936185121967798,183
-0.5,0.9615967498680691,184
-0.7333333333333333,0.2876749552254192,185
-0.8666666666666667,0.37465011896861605,186
-0.6,0.5536807747813276,187
-0.5666666666666667,0.7528949959183452,188
-0.6,0.7801291789745728,189
