objective_1,genotype_1,step
-0.6333333333333333,0.6,1
-0.7333333333333333,0.3,2
-0.43333333333333335,1.0,3
-0.6,0.7,4
-0.7666666666666667,0.4,5
-0.5,0.9,6
-0.7333333333333333,0.2,7
-0.7333333333333333,0.5,8
-0.7333333333333333,0.1,9
-0.6333333333333333,0.07480013262868304,10
-0.8666666666666667,0.36045038009902886,11
-0.7333333333333333,0.4518948239573125,12
-0.43333333333333335,0.9927628834444233,13
-0.7,0.29309693916937773,14
-0.7,0.2821456307917399,15
-0.5333333333333333,0.8468843916152407,16
-0.7666666666666667,0.4159379267755045,17
-0.5,0.9749249408671261,18
-0.7333333333333333,0.46048409321730555,19
-0.7333333333333333,0.2759517238848446,20
-0.7666666666666667,0.2028002792911308,21
-0.6666666666666666,0.6338787180601747,22
-0.7333333333333333,0.40217620911928476,23
-0.6666666666666666,0.09128011595286015,24
-0.5666666666666667,0.7776583637637835,25
-0.8333333333333334,0.34976039788548496,26
-0.6,0.659028099626705,27
-0.7333333333333333,0.05982846625920526,28
-0.7333333333333333,0.28759185419916217,29
-0.8333333333333334,0.35040583449318397,30
-0.7333333333333333,0.6266416015099394,31
-0.7666666666666667,0.4932427000304821,32
-0.8666666666666667,0.3869625490011575,33
-0.7,0.29309693916937773,34
-0.7666666666666667,0.4815001932456761,35
-0.7333333333333333,0.15050663060701436,36
-0.43333333333333335,0.9991256604147208,37
-0.8,0.39540713794676297,38
-0.7666666666666667,0.3978060386874732,39
-0.4666666666666667,0.9505911576036125,40
-0.5,0.9432031435192515,41
-0.7333333333333333,0.28813639181925516,42
-0.7,0.4682773466853948,43
-0.8,0.39373116537629155,44
-0.5666666666666667,0.09562729818000863,45
-0.7666666666666667,0.21190576407149497,46
-0.4666666666666667,0.9945050844202081,47
-0.7333333333333333,0.20530011569278553,48
-0.7666666666666667,0.3324920712331133,49
-0.7333333333333333,0.47882798424817097,50
-0.4666666666666667,0.8698810527910462,51
-0.7,0.5107510006239556,52
-0.7666666666666667,0.4821456298210068,53
-0.7,0.28390997456536404,54
-0.7666666666666667,0.498529756826819,55
-0.6,0.6682782026525922,56
-0.43333333333333335,0.9908946034078724,57
-0.5333333333333333,0.958123203441413,58
-0.5666666666666667,0.7522867114101806,59
-0.8333333333333334,0.3417216271487963,60
-0.4666666666666667,0.9959623428255607,61
-0.7333333333333333,0.26810446632090057,62
-0.8333333333333334,0.3512968186087312,63
-0.4666666666666667,0.9949812342774393,64
-0.6666666666666666,0.6348439224936681,65
-0.7666666666666667,0.41816244392291024,66
